ActivitySiteID,ActivityDescription,BookingEndDateTime (Month / Day / Year),BookingStartTime,MaxBookees,Number Booked,Price (INR)
NBL,Circuits 8.00-9.00pm Edit,18-Jun-18,20:00:00,60,17,2999
NBL,Circuits 8.00-9.00pm Edit,25-Jun-18,20:00:00,60,9,2999
NBL,Gentle Keep Fit 11-12pm,4-Jun-18,11:00:00,60,11,999
NBL,Gentle Keep Fit 11-12pm,11-Jun-18,11:00:00,60,28,999
NBL,Gentle Keep Fit 11-12pm,18-Jun-18,11:00:00,60,31,999
NBL,Gentle Keep Fit 11-12pm,25-Jun-18,11:00:00,60,30,999
NBL,Gentlekeepfit 10.30-11.30,7-Jun-18,10:30:00,60,22,999
NBL,Gentlekeepfit 10.30-11.30,14-Jun-18,10:30:00,60,22,999
NBL,Gentlekeepfit 10.30-11.30,21-Jun-18,10:30:00,60,14,999
NBL,Gentlekeepfit 10.30-11.30,28-Jun-18,10:30:00,60,10,999
NBL,Jnr Gym Ind 3.30-5.00pm,1-Jun-18,15:30:00,2,1,2999
NBL,Jnr Gym Ind 3.30-5.00pm,6-Jun-18,15:30:00,2,1,2999
NBL,Jnr Gym Ind 3.30-5.00pm,8-Jun-18,15:30:00,2,1,2999
NBL,Jnr Gym Ind 3.30-5.00pm,15-Jun-18,15:30:00,2,1,2999
NBL,Jnr Gym Ind 3.30-5.00pm,20-Jun-18,15:30:00,2,1,2999
NBL,Jnr Gym Ind 3.30-5.00pm,25-Jun-18,15:30:00,2,1,2999
NBL,Line Dance 10.45-11.45am,5-Jun-18,10:45:00,70,45,1499
NBL,Line Dance 10.45-11.45am,12-Jun-18,10:45:00,70,49,1499
NBL,Line Dance 10.45-11.45am,19-Jun-18,10:45:00,70,52,1499
NBL,Line Dance 10.45-11.45am,26-Jun-18,10:45:00,70,46,1499
NBL,Line Dance 11.45-12.45pm,5-Jun-18,11:45:00,70,19,1499
NBL,Line Dance 11.45-12.45pm,12-Jun-18,11:45:00,70,23,1499
NBL,Line Dance 11.45-12.45pm,19-Jun-18,11:45:00,70,26,1499
NBL,Line Dance 11.45-12.45pm,26-Jun-18,11:45:00,70,26,1499
NBL,Line Dancing  11-12.30pm,1-Jun-18,11:00:00,70,11,1499
NBL,Line Dancing  11-12.30pm,8-Jun-18,11:00:00,70,16,1499
NBL,Line Dancing  11-12.30pm,15-Jun-18,11:00:00,70,21,1499
NBL,Line Dancing  11-12.30pm,22-Jun-18,11:00:00,70,17,1499
NBL,Line Dancing  11-12.30pm,29-Jun-18,11:00:00,70,15,1499
NBL,Nice & Easy 9.15-10.15am,6-Jun-18,9:15:00,60,20,999
NBL,Nice & Easy 9.15-10.15am,13-Jun-18,9:15:00,60,19,999
NBL,Nice & Easy 9.15-10.15am,20-Jun-18,9:15:00,60,13,999
NBL,Nice & Easy 9.15-10.15am,27-Jun-18,9:15:00,60,18,999
NBL,Nice & Easy 10.00-10.45am,5-Jun-18,10:00:00,40,19,999
NBL,Nice & Easy 10.00-10.45am,12-Jun-18,10:00:00,40,17,999
NBL,Nice & Easy 10.00-10.45am,19-Jun-18,10:00:00,40,18,999
NBL,Nice & Easy 10.00-10.45am,26-Jun-18,10:00:00,40,15,999
NBL,Nice & Easy 11.30-12.30pm,7-Jun-18,11:30:00,60,11,999
NBL,Nice & Easy 11.30-12.30pm,14-Jun-18,11:30:00,60,15,999
NBL,Nice & Easy 11.30-12.30pm,21-Jun-18,11:30:00,60,15,999
NBL,Nice & Easy 11.30-12.30pm,28-Jun-18,11:30:00,60,6,999
NBL,Pilates 1.45-2.45pm,5-Jun-18,13:45:00,60,38,2999
NBL,Pilates 1.45-2.45pm,12-Jun-18,13:45:00,60,39,2999
NBL,Pilates 1.45-2.45pm,19-Jun-18,13:45:00,60,32,2999
NBL,Pilates 1.45-2.45pm,26-Jun-18,13:45:00,60,34,2999
NBL,Pilates 5.00-5.45pm,6-Jun-18,17:00:00,60,20,2999
NBL,Pilates 5.00-5.45pm,13-Jun-18,17:00:00,60,25,2999
NBL,Pilates 5.00-5.45pm,20-Jun-18,17:00:00,60,23,2999
NBL,Pilates 5.00-5.45pm,27-Jun-18,17:00:00,60,22,2999
NBL,Pilates 6.45-7.45pm,7-Jun-18,18:45:00,60,29,2999
NBL,Pilates 6.45-7.45pm,14-Jun-18,18:45:00,60,20,2999
NBL,Pilates 6.45-7.45pm,21-Jun-18,18:45:00,60,27,2999
NBL,Pilates 6.45-7.45pm,28-Jun-18,18:45:00,60,19,2999
NBL,Pilates 10.00-11.00am,1-Jun-18,10:00:00,60,22,2999
NBL,Pilates 10.00-11.00am,8-Jun-18,10:00:00,60,22,2999
NBL,Pilates 10.00-11.00am,15-Jun-18,10:00:00,60,21,2999
NBL,Pilates 10.00-11.00am,22-Jun-18,10:00:00,60,22,2999
NBL,Pilates 10.00-11.00am,29-Jun-18,10:00:00,60,15,2999
NBL,Pilates 14:45- 15:45,7-Jun-18,14:45:00,60,8,2999
NBL,Pilates 14:45- 15:45,14-Jun-18,14:45:00,60,20,2999
NBL,Pilates 14:45- 15:45,21-Jun-18,14:45:00,60,11,2999
NBL,Pilates 14:45- 15:45,28-Jun-18,14:45:00,60,12,2999
NBL,Power Yoga 10.00-11.00am,4-Jun-18,10:00:00,70,10,2499
NBL,Power Yoga 10.00-11.00am,11-Jun-18,10:00:00,70,20,2499
NBL,Power Yoga 10.00-11.00am,18-Jun-18,10:00:00,70,21,2499
NBL,Power Yoga 10.00-11.00am,25-Jun-18,10:00:00,70,22,2499
NBL,Power Yoga 10.15-11.15am,6-Jun-18,10:15:00,60,20,2499
NBL,Power Yoga 10.15-11.15am,13-Jun-18,10:15:00,60,2,2499
NBL,Power Yoga 10.15-11.15am,20-Jun-18,10:15:00,60,29,2499
NBL,Power Yoga 10.15-11.15am,27-Jun-18,10:15:00,60,13,2499
NBL,Pump  8.15-9.15pm,5-Jun-18,20:15:00,60,22,2999
NBL,Pump  8.15-9.15pm,12-Jun-18,20:15:00,60,16,2999
NBL,Pump  8.15-9.15pm,19-Jun-18,20:15:00,60,13,2999
NBL,Pump  8.15-9.15pm,26-Jun-18,20:15:00,60,9,2999
NBL,Purestretch 6.45-7.45pm,25-Jun-18,18:45:00,70,19,999
NBL,Sh`Bam   6.30-7.30pm,1-Jun-18,18:30:00,70,20,999
NBL,Sh`Bam   6.30-7.30pm,8-Jun-18,18:30:00,70,26,999
NBL,Sh`Bam   6.30-7.30pm,15-Jun-18,18:30:00,70,17,999
NBL,Sh`Bam   6.30-7.30pm,22-Jun-18,18:30:00,70,19,999
NBL,Sh`Bam   6.30-7.30pm,29-Jun-18,18:30:00,70,17,999
NBL,Sh`Bam  7.30-8.15pm,5-Jun-18,19:30:00,70,35,999
NBL,Sh`Bam  7.30-8.15pm,12-Jun-18,19:30:00,70,35,999
NBL,Sh`Bam  7.30-8.15pm,19-Jun-18,19:30:00,70,23,999
NBL,Sh`Bam  7.30-8.15pm,26-Jun-18,19:30:00,70,24,999
NBL,Sha`Bam  11.00-12.00pm,2-Jun-18,11:00:00,70,15,999
NBL,Sha`Bam  11.00-12.00pm,9-Jun-18,11:00:00,70,21,999
NBL,Sha`Bam  11.00-12.00pm,16-Jun-18,11:00:00,70,9,999
NBL,Sha`Bam  11.00-12.00pm,23-Jun-18,11:00:00,70,13,999
NBL,Sha`Bam  11.00-12.00pm,30-Jun-18,11:00:00,70,11,999
NBL,Step Aerobics 5.45-6.30pm,5-Jun-18,17:45:00,60,30,1999
NBL,Step Aerobics 5.45-6.30pm,12-Jun-18,17:45:00,60,26,1999
NBL,Step Aerobics 5.45-6.30pm,19-Jun-18,17:45:00,60,17,1999
NBL,Step Aerobics 5.45-6.30pm,26-Jun-18,17:45:00,60,19,1999
NBL,Step Aerobics 10-11.00am,2-Jun-18,10:00:00,60,24,1999
NBL,Step Aerobics 10-11.00am,9-Jun-18,10:00:00,60,22,1999
NBL,Step Aerobics 10-11.00am,16-Jun-18,10:00:00,60,15,1999
NBL,Step Aerobics 10-11.00am,23-Jun-18,10:00:00,60,22,1999
NBL,Step Aerobics 10-11.00am,30-Jun-18,10:00:00,60,9,1999
NBL,Strength&stretch1230-1330,6-Jun-18,12:30:00,60,8,2999
NBL,Strength&stretch1230-1330,13-Jun-18,12:30:00,60,6,2999
NBL,Strength&stretch1230-1330,20-Jun-18,12:30:00,60,6,2999
NBL,Strength&stretch1230-1330,27-Jun-18,12:30:00,60,5,2999
NBL,Tai Chi 2.00-3.00pm,4-Jun-18,14:00:00,60,12,3999
NBL,Tai Chi 2.00-3.00pm,11-Jun-18,14:00:00,60,20,3999
NBL,Tai Chi 2.00-3.00pm,18-Jun-18,14:00:00,60,15,3999
NBL,Tai Chi 2.00-3.00pm,25-Jun-18,14:00:00,60,8,3999
NBL,Tap Dancing 11.15-12.15pm,6-Jun-18,11:15:00,60,11,1999
NBL,Tap Dancing 11.15-12.15pm,13-Jun-18,11:15:00,60,1,1999
NBL,Tap Dancing 11.15-12.15pm,20-Jun-18,11:15:00,60,14,1999
NBL,Tap Dancing 11.15-12.15pm,27-Jun-18,11:15:00,60,12,1999
NBL,Tap Dancing 12-1.30pm,4-Jun-18,12:00:00,60,4,1999
NBL,Tap Dancing 12-1.30pm,11-Jun-18,12:00:00,60,12,1999
NBL,Tap Dancing 12-1.30pm,18-Jun-18,12:00:00,60,10,1999
NBL,Tap Dancing 12-1.30pm,25-Jun-18,12:00:00,60,2,1999
NBL,Zumba 9.30-10.30am,3-Jun-18,9:30:00,60,23,1299
NBL,Zumba 9.30-10.30am,10-Jun-18,9:30:00,60,23,1299
NBL,Zumba 9.30-10.30am,17-Jun-18,9:30:00,60,34,1299
NBL,Zumba 9.30-10.30am,24-Jun-18,9:30:00,60,22,1299
NBL,Zumba Gold 1.45-2.45pm,7-Jun-18,13:45:00,60,18,1999
NBL,Zumba Gold 1.45-2.45pm,14-Jun-18,13:45:00,60,23,1999
NBL,Zumba Gold 1.45-2.45pm,21-Jun-18,13:45:00,60,25,1999
NBL,Zumba Gold 1.45-2.45pm,28-Jun-18,13:45:00,60,20,1999
NBL,Zumba Gold 12.45-1.45pm,5-Jun-18,12:45:00,60,38,1999
NBL,Zumba Gold 12.45-1.45pm,12-Jun-18,12:45:00,60,39,1999
NBL,Zumba Gold 12.45-1.45pm,19-Jun-18,12:45:00,60,33,1999
NBL,Zumba Gold 12.45-1.45pm,26-Jun-18,12:45:00,60,36,1999
SBP,20-20-20 9.30-10.30am,6-Jun-18,9:30:00,35,15,499
SBP,20-20-20 9.30-10.30am,13-Jun-18,9:30:00,35,20,499
SBP,20-20-20 9.30-10.30am,20-Jun-18,9:30:00,35,14,499
SBP,20-20-20 9.30-10.30am,27-Jun-18,9:30:00,35,23,499
SBP,45min Madness 9.15-10am,5-Jun-18,9:15:00,35,11,1499
SBP,45min Madness 9.15-10am,12-Jun-18,9:15:00,35,18,1499
SBP,45min Madness 9.15-10am,19-Jun-18,9:15:00,35,17,1499
SBP,45min Madness 9.15-10am,26-Jun-18,9:15:00,35,15,1499
SBP,Abs Blast 7.45-8.15am,5-Jun-18,7:45:00,20,1,999
SBP,Abs Blast 7.45-8.15am,12-Jun-18,7:45:00,20,2,999
SBP,Abs Blast 7.45-8.15am,19-Jun-18,7:45:00,20,1,999
SBP,Abs Blast 7.45-8.15am,26-Jun-18,7:45:00,20,1,999
SBP,Aqua Babies 9.30-10.00am,1-Jun-18,9:30:00,10,6,1499
SBP,Aqua Babies 9.30-10.00am,8-Jun-18,9:30:00,10,7,1499
SBP,Aqua Babies 9.30-10.00am,15-Jun-18,9:30:00,10,8,1499
SBP,Aqua Babies 9.30-10.00am,22-Jun-18,9:30:00,10,5,1499
SBP,Aqua Babies 9.30-10.00am,29-Jun-18,9:30:00,10,10,1499
SBP,Aqua Babies 12 -12.30am,4-Jun-18,12:00:00,10,8,1499
SBP,Aqua Babies 12 -12.30am,11-Jun-18,12:00:00,10,5,1499
SBP,Aqua Babies 12 -12.30am,18-Jun-18,12:00:00,10,10,1499
SBP,Aqua Babies 12 -12.30am,25-Jun-18,12:00:00,10,6,1499
SBP,Aqua Fit 3.00-3.50pm,5-Jun-18,15:00:00,35,20,999
SBP,Aqua Fit 3.00-3.50pm,12-Jun-18,15:00:00,35,21,999
SBP,Aqua Fit 3.00-3.50pm,19-Jun-18,15:00:00,35,20,999
SBP,Aqua Fit 3.00-3.50pm,26-Jun-18,15:00:00,35,23,999
SBP,Aqua Fit 11.15-12.00,4-Jun-18,11:15:00,35,32,999
SBP,Aqua Fit 11.15-12.00,11-Jun-18,11:15:00,35,34,999
SBP,Aqua Fit 11.15-12.00,18-Jun-18,11:15:00,35,35,999
SBP,Aqua Fit 11.15-12.00,25-Jun-18,11:15:00,35,35,999
SBP,Aqua Tots 9.00-9.30am,1-Jun-18,9:00:00,10,4,999
SBP,Aqua Tots 9.00-9.30am,8-Jun-18,9:00:00,10,6,999
SBP,Aqua Tots 9.00-9.30am,15-Jun-18,9:00:00,10,4,999
SBP,Aqua Tots 9.00-9.30am,22-Jun-18,9:00:00,10,2,999
SBP,Aqua Tots 9.00-9.30am,29-Jun-18,9:00:00,10,2,999
SBP,Aqua Tots 10.00-10.30am,1-Jun-18,10:00:00,10,4,999
SBP,Aqua Tots 10.00-10.30am,8-Jun-18,10:00:00,10,7,999
SBP,Aqua Tots 10.00-10.30am,15-Jun-18,10:00:00,10,8,999
SBP,Aqua Tots 10.00-10.30am,22-Jun-18,10:00:00,10,7,999
SBP,Aqua Tots 10.00-10.30am,29-Jun-18,10:00:00,10,6,999
SBP,Aqua Tots & Babies 10.30-,1-Jun-18,10:30:00,10,8,1499
SBP,Aqua Tots & Babies 10.30-,8-Jun-18,10:30:00,10,5,1499
SBP,Aqua Tots & Babies 10.30-,15-Jun-18,10:30:00,10,9,1499
SBP,Aqua Tots & Babies 10.30-,22-Jun-18,10:30:00,10,8,1499
SBP,Aqua Tots & Babies 10.30-,29-Jun-18,10:30:00,10,10,1499
SBP,Aquababies/tots 12-12.30,6-Jun-18,12:00:00,10,7,1499
SBP,Aquababies/tots 12-12.30,13-Jun-18,12:00:00,10,8,1499
SBP,Aquababies/tots 12-12.30,20-Jun-18,12:00:00,10,10,1499
SBP,Aquababies/tots 12-12.30,27-Jun-18,12:00:00,10,4,1499
SBP,Aquafit 6.00-7.00pm,6-Jun-18,18:00:00,35,32,999
SBP,Aquafit 6.00-7.00pm,13-Jun-18,18:00:00,35,31,999
SBP,Aquafit 6.00-7.00pm,20-Jun-18,18:00:00,35,35,999
SBP,Aquafit 6.00-7.00pm,27-Jun-18,18:00:00,35,33,999
SBP,Aquafit  7.00-8.00pm,1-Jun-18,19:00:00,35,34,999
SBP,Aquafit  7.00-8.00pm,8-Jun-18,19:00:00,35,33,999
SBP,Aquafit  7.00-8.00pm,15-Jun-18,19:00:00,35,29,999
SBP,Aquafit  7.00-8.00pm,22-Jun-18,19:00:00,35,25,999
SBP,Aquafit  7.00-8.00pm,29-Jun-18,19:00:00,35,33,999
SBP,Aquafit 7.00-8.00pm,4-Jun-18,19:00:00,35,29,999
SBP,Aquafit 7.00-8.00pm,11-Jun-18,19:00:00,35,34,999
SBP,Aquafit 7.00-8.00pm,18-Jun-18,19:00:00,35,30,999
SBP,Aquafit 7.00-8.00pm,25-Jun-18,19:00:00,35,34,999
SBP,Aquatots 12.30- 13.00pm,4-Jun-18,12:30:00,10,2,999
SBP,Aquatots 12.30- 13.00pm,11-Jun-18,12:30:00,10,3,999
SBP,Aquatots 12.30- 13.00pm,18-Jun-18,12:30:00,10,4,999
SBP,Aquatots 12.30- 13.00pm,25-Jun-18,12:30:00,10,1,999
SBP,Ballroom Dance 2.30-3.30,8-Jun-18,14:30:00,35,9,2999
SBP,Ballroom Dance 2.30-3.30,15-Jun-18,14:30:00,35,12,2999
SBP,Ballroom Dance 2.30-3.30,22-Jun-18,14:30:00,35,6,2999
SBP,Ballroom Dance 2.30-3.30,29-Jun-18,14:30:00,35,6,2999
SBP,Better Living Team 2pm,11-Jun-18,14:00:00,25,21,1499
SBP,Better Living Team 2pm,18-Jun-18,14:00:00,25,9,1499
SBP,Better Living Team 2pm,25-Jun-18,14:00:00,25,14,1499
SBP,Body Balan 11.30-12.30pm,3-Jun-18,11:30:00,35,20,2499
SBP,Body Balan 11.30-12.30pm,10-Jun-18,11:30:00,35,13,2499
SBP,Body Balan 11.30-12.30pm,17-Jun-18,11:30:00,35,10,2499
SBP,Body Balan 11.30-12.30pm,24-Jun-18,11:30:00,35,7,2499
SBP,Body Balance 7pm-8pm,6-Jun-18,19:00:00,35,35,2499
SBP,Body Balance 7pm-8pm,13-Jun-18,19:00:00,35,27,2499
SBP,Body Balance 7pm-8pm,20-Jun-18,19:00:00,35,32,2499
SBP,Body Balance 7pm-8pm,27-Jun-18,19:00:00,35,19,2499
SBP,Body Balance 11-12pm,5-Jun-18,11:00:00,35,11,2499
SBP,Body Balance 11-12pm,7-Jun-18,11:00:00,35,12,2499
SBP,Body Balance 11-12pm,8-Jun-18,11:00:00,35,14,2499
SBP,Body Balance 11-12pm,12-Jun-18,11:00:00,35,16,2499
SBP,Body Balance 11-12pm,14-Jun-18,11:00:00,35,15,2499
SBP,Body Balance 11-12pm,15-Jun-18,11:00:00,35,15,2499
SBP,Body Balance 11-12pm,19-Jun-18,11:00:00,35,14,2499
SBP,Body Balance 11-12pm,21-Jun-18,11:00:00,35,16,2499
SBP,Body Balance 11-12pm,22-Jun-18,11:00:00,35,11,2499
SBP,Body Balance 11-12pm,26-Jun-18,11:00:00,35,14,2499
SBP,Body Balance 11-12pm,28-Jun-18,11:00:00,35,13,2499
SBP,Body Balance 11-12pm,29-Jun-18,11:00:00,35,9,2499
SBP,Body Balance 11.30-12.30,2-Jun-18,11:30:00,30,17,2499
SBP,Body Balance 11.30-12.30,9-Jun-18,11:30:00,30,16,2499
SBP,Body Balance 11.30-12.30,16-Jun-18,11:30:00,30,17,2499
SBP,Body Balance 11.30-12.30,23-Jun-18,11:30:00,30,14,2499
SBP,Body Balance 11.30-12.30,30-Jun-18,11:30:00,30,12,2499
SBP,Body Balance 12.30-1.30pm,4-Jun-18,12:30:00,35,4,2499
SBP,Body Balance 12.30-1.30pm,11-Jun-18,12:30:00,35,6,2499
SBP,Body Balance 12.30-1.30pm,18-Jun-18,12:30:00,35,9,2499
SBP,Body Balance 12.30-1.30pm,25-Jun-18,12:30:00,35,12,2499
SBP,Body Combat   5.00-6.00pm,4-Jun-18,17:00:00,35,11,1499
SBP,Body Combat   5.00-6.00pm,11-Jun-18,17:00:00,35,14,1499
SBP,Body Combat   5.00-6.00pm,18-Jun-18,17:00:00,35,20,1499
SBP,Body Combat   5.00-6.00pm,25-Jun-18,17:00:00,35,17,1499
SBP,Body Combat 5.00-6.00pm,6-Jun-18,17:00:00,35,30,1499
SBP,Body Combat 5.00-6.00pm,13-Jun-18,17:00:00,35,23,1499
SBP,Body Combat 5.00-6.00pm,20-Jun-18,17:00:00,35,29,1499
SBP,Body Combat 5.00-6.00pm,27-Jun-18,17:00:00,35,28,1499
SBP,Body Combat 6-7.00pm,1-Jun-18,18:00:00,35,29,1499
SBP,Body Combat 6-7.00pm,8-Jun-18,18:00:00,35,34,1499
SBP,Body Combat 6-7.00pm,22-Jun-18,18:00:00,35,27,1499
SBP,Body Combat 6-7.00pm,29-Jun-18,18:00:00,35,26,1499
SBP,Body Combat 7.00-8.00pm,4-Jun-18,19:00:00,40,38,1499
SBP,Body Combat 7.00-8.00pm,5-Jun-18,19:00:00,35,34,1499
SBP,Body Combat 7.00-8.00pm,11-Jun-18,19:00:00,40,31,1499
SBP,Body Combat 7.00-8.00pm,12-Jun-18,19:00:00,35,25,1499
SBP,Body Combat 7.00-8.00pm,18-Jun-18,19:00:00,40,37,1499
SBP,Body Combat 7.00-8.00pm,19-Jun-18,19:00:00,35,30,1499
SBP,Body Combat 7.00-8.00pm,25-Jun-18,19:00:00,40,29,1499
SBP,Body Combat 7.00-8.00pm,26-Jun-18,19:00:00,35,26,1499
SBP,Body Combat 9.15-10.15am,3-Jun-18,9:15:00,35,34,1499
SBP,Body Combat 9.15-10.15am,10-Jun-18,9:15:00,35,29,1499
SBP,Body Combat 9.15-10.15am,17-Jun-18,9:15:00,35,33,1499
SBP,Body Combat 9.15-10.15am,24-Jun-18,9:15:00,35,33,1499
SBP,Body Combat 10.00-11.00am,7-Jun-18,10:00:00,40,20,1499
SBP,Body Combat 10.00-11.00am,14-Jun-18,10:00:00,40,31,1499
SBP,Body Combat 10.00-11.00am,21-Jun-18,10:00:00,40,26,1499
SBP,Body Combat 10.00-11.00am,28-Jun-18,10:00:00,40,23,1499
SBP,Body Combat 10.30-11.30,2-Jun-18,10:30:00,35,30,1499
SBP,Body Combat 10.30-11.30,9-Jun-18,10:30:00,35,29,1499
SBP,Body Combat 10.30-11.30,16-Jun-18,10:30:00,35,30,1499
SBP,Body Combat 10.30-11.30,23-Jun-18,10:30:00,35,24,1499
SBP,Body Combat 10.30-11.30,30-Jun-18,10:30:00,35,26,1499
SBP,Body Combat 11.30-12.30pm,4-Jun-18,11:30:00,35,13,1499
SBP,Body Combat 11.30-12.30pm,11-Jun-18,11:30:00,35,15,1499
SBP,Body Combat 11.30-12.30pm,18-Jun-18,11:30:00,35,16,1499
SBP,Body Combat 11.30-12.30pm,25-Jun-18,11:30:00,35,12,1499
SBP,Body Con 10.30-11.30am,3-Jun-18,10:30:00,40,28,1299
SBP,Body Con 10.30-11.30am,4-Jun-18,10:30:00,35,17,1299
SBP,Body Con 10.30-11.30am,10-Jun-18,10:30:00,40,29,1299
SBP,Body Con 10.30-11.30am,11-Jun-18,10:30:00,35,26,1299
SBP,Body Con 10.30-11.30am,17-Jun-18,10:30:00,40,24,1299
SBP,Body Con 10.30-11.30am,18-Jun-18,10:30:00,35,26,1299
SBP,Body Con 10.30-11.30am,24-Jun-18,10:30:00,40,20,1299
SBP,Body Con 10.30-11.30am,25-Jun-18,10:30:00,35,18,1299
SBP,Body Cond 5.00-6.00pm,5-Jun-18,17:00:00,35,22,1299
SBP,Body Cond 5.00-6.00pm,12-Jun-18,17:00:00,35,31,1299
